Stock Index,Stock Price
AD2275,130.85658
AD2276,635.768
AD2277,479.25848
AD2278,378.452
AD2279,1863.8617
AD2280,917.5934
AD2281,202.10057
AD2282,1574.5907
AD2283,122.33597
AD2284,361.43512
AD2285,420.86664
AD2286,944.27905
AD2287,557.1117
AD2288,473.04364
AD2289,884.2105
AD2290,527.47253
AD2291,198.78731
AD2292,907.4274
AD2293,253.64159
AD2294,702.3435
AD2295,142.73868
AD2296,62.24317
AD2297,819.79767
AD2298,128.30142
AD2299,1225.3157
AD2300,894.25836
AD2301,226.02565
AD2302,263.1812
AD2303,535.64294
AD2304,1022.78796
AD2305,967.03235
AD2306,514.8785
AD2307,1458.4907
AD2308,233.31656
AD2309,259.33582
AD2310,1232.0674
AD2311,892.1285
AD2312,427.61374
AD2313,362.14917
AD2314,767.75977
AD2315,762.1332
AD2316,1104.6357
AD2317,599.092
AD2318,125.41971
AD2319,501.9452
AD2320,871.8043
AD2321,771.959
AD2322,421.17456
AD2323,238.82333
AD2324,133.24548
AD2325,249.75356
AD2326,922.6376
AD2327,451.27332
AD2328,441.059
AD2329,453.94275
AD2330,145.19904
AD2331,153.52715
AD2332,352.8498
AD2333,183.20493
AD2334,62.462196
AD2335,134.38675
AD2336,1208.3073
AD2337,65.40344
AD2338,143.52016
AD2339,912.1637
AD2340,124.44318
AD2341,468.57227
AD2342,548.17
AD2343,1475.3307
AD2344,292.39355
AD2345,992.4982
AD2346,242.36987
AD2347,424.15622
AD2348,131.38303
AD2349,584.91296
AD2350,1136.1965
AD2351,657.22534
AD2352,1394.6324
AD2353,123.04595
AD2354,134.98538
AD2355,63.498207
AD2356,644.1622
AD2357,134.55603
AD2358,177.62552
AD2359,605.6602
AD2360,1168.5447
AD2361,151.45828
AD2362,540.8339
AD2363,392.10358
AD2364,62.851494
AD2365,177.87704
AD2366,231.61514
AD2367,778.94055
AD2368,84.52873
AD2369,278.33075
AD2370,63.147038
AD2371,121.31237
AD2372,944.4094
AD2373,61.82611
AD2374,312.85623
AD2375,211.39299
AD2376,511.77075
AD2377,835.1559
AD2378,299.89673
AD2379,62.8481
AD2380,361.11694
AD2381,228.88863
AD2382,63.613743
AD2383,248.56543
AD2384,630.8514
AD2385,642.08606
AD2386,574.12537
AD2387,556.9314
AD2388,692.3759
AD2389,219.88692
AD2390,654.124
AD2391,1272.908
AD2392,176.62764
AD2393,593.7351
AD2394,596.1458
AD2395,595.7855
AD2396,576.39856
AD2397,593.28674
AD2398,559.89746
AD2399,567.98395
AD2400,593.5149
AD2401,593.688
AD2402,594.2159
AD2403,593.93646
AD2404,595.9964
AD2405,596.15076
AD2406,571.946
AD2407,568.3059
AD2408,575.1718
AD2409,596.1653
AD2410,594.12756
AD2411,294.74893
AD2412,642.34424
AD2413,358.66385
AD2414,1673.5327
AD2415,696.7338
AD2416,334.8333
AD2417,497.02716
AD2418,984.0475
AD2419,558.0359
AD2420,653.47754
AD2421,1010.7777
AD2422,366.3225
AD2423,433.36163
AD2424,451.05515
AD2425,197.92429
AD2426,704.4942
AD2427,261.50928
AD2428,784.6017
AD2429,405.16705
AD2430,458.49487
AD2431,994.0386
AD2432,643.31323
AD2433,63.518814
AD2434,1018.56714
AD2435,1716.8427
AD2436,615.0926
AD2437,1247.7891
AD2438,179.75864
AD2439,125.43939
AD2440,445.77692
AD2441,1271.0198
AD2442,288.1665
AD2443,127.65422
AD2444,501.78424
AD2445,165.64984
AD2446,128.96594
AD2447,831.2739
AD2448,572.6662
AD2449,812.3436
AD2450,731.0978
AD2451,348.25174
AD2452,1550.1732
AD2453,807.36554
AD2454,222.87506
AD2455,153.3653
AD2456,261.7873
AD2457,595.553
AD2458,1188.9401
AD2459,316.92975
AD2460,73.07388
AD2461,204.60083
AD2462,280.5148
AD2463,673.0116
AD2464,178.51382
AD2465,336.67383
AD2466,341.021
AD2467,1527.3295
AD2468,546.05554
AD2469,886.57166
AD2470,613.09686
AD2471,187.52162
AD2472,135.47604
AD2473,682.3397
AD2474,126.08615
AD2475,282.98553
AD2476,887.4789
AD2477,433.30695
AD2478,63.928474
AD2479,415.4265
AD2480,178.7815
AD2481,641.4335
AD2482,188.42174
AD2483,833.2437
AD2484,62.70115
AD2485,816.6845
AD2486,1600.3723
AD2487,980.587
AD2488,126.9589
AD2489,1663.997
AD2490,1415.1357
AD2491,1044.156
AD2492,588.2091
AD2493,155.90399
AD2494,63.082127
AD2495,301.6227
AD2496,478.9502
AD2497,706.62646
AD2498,205.82861
AD2499,524.5807
AD2500,162.31448
AD2501,666.8465
AD2502,709.9764
AD2503,1013.1244
AD2504,1189.1462
AD2505,201.95493
AD2506,669.7826
AD2507,375.10162
AD2508,955.1271
AD2509,155.49649
AD2510,445.26886
AD2511,485.82837
AD2512,536.6311
AD2513,320.77667
AD2514,217.08517
AD2515,225.96445
AD2516,877.9256
AD2517,302.25983
AD2518,761.8628
AD2519,281.1156
AD2520,721.18005
AD2521,151.58823
AD2522,1116.6802
AD2523,1712.7188
AD2524,138.21771
AD2525,1313.8936
AD2526,1593.8315
AD2527,1165.1356
AD2528,601.0591
AD2529,412.74133
AD2530,351.43256
AD2531,400.96594
AD2532,542.3837
AD2533,749.6926
AD2534,881.2484
AD2535,155.02505
AD2536,358.5279
AD2537,1047.0197
AD2538,175.63474
AD2539,63.05231
AD2540,1175.7175
AD2541,180.33067
AD2542,1090.1759
AD2543,350.87384
AD2544,1190.4551
AD2545,63.528114
AD2546,942.7934
AD2547,886.7852
AD2548,577.5296
AD2549,621.41943
AD2550,416.37125
AD2551,478.94745
AD2552,570.9308
AD2553,119.69899
AD2554,523.0082
AD2555,206.25412
AD2556,130.48337
AD2557,1205.6798
AD2558,564.9552
AD2559,467.8083
AD2560,1343.0337
AD2561,1554.6963
AD2562,912.67566
AD2563,901.9314
AD2564,404.46143
AD2565,1324.6613
AD2566,364.4444
AD2567,1433.9888
AD2568,1446.6665
AD2569,234.6904
AD2570,596.07385
AD2571,594.02673
AD2572,593.9852
AD2573,63.50563
AD2574,146.01648
AD2575,393.3086
AD2576,164.09805
AD2577,939.03564
AD2578,595.0883
AD2579,184.40213
AD2580,411.60596
AD2581,233.91925
AD2582,1094.7573
AD2583,954.88043
AD2584,323.74673
AD2585,368.59222
AD2586,450.68152
AD2587,62.978386
AD2588,913.69543
AD2589,583.8064
AD2590,690.9745
AD2591,602.81323
AD2592,123.308975
AD2593,63.371304
AD2594,769.63074
AD2595,746.5333
AD2596,259.13617
AD2597,277.89084
AD2598,1634.188
AD2599,737.724
AD2600,634.98926
AD2601,139.49464
AD2602,350.3357
AD2603,226.83018
AD2604,1015.14954
AD2605,557.0397
AD2606,373.45563
AD2607,692.0332
AD2608,329.1631
AD2609,286.62524
AD2610,1712.5524
AD2611,720.6444
AD2612,209.94954
AD2613,476.79083
AD2614,227.99783
AD2615,62.415375
AD2616,201.70168
AD2617,456.86014
AD2618,418.92038
AD2619,272.46814
AD2620,205.46512
AD2621,986.15985
AD2622,346.34082
AD2623,974.1668
AD2624,1134.0625
AD2625,1809.9315
AD2626,792.84106
AD2627,812.61975
AD2628,133.07243
AD2629,1383.0896
AD2630,494.08127
AD2631,749.198
AD2632,195.84009
AD2633,634.5797
AD2634,546.1111
AD2635,96.43451
AD2636,834.8385
AD2637,930.5747
AD2638,78.8888
AD2639,133.86269
AD2640,1303.9263
AD2641,1040.8348
AD2642,1061.9471
AD2643,62.714455
AD2644,179.32336
AD2645,1701.8318
AD2646,758.7594
AD2647,654.94696
AD2648,123.840836
AD2649,1107.2493
AD2650,1270.2109
AD2651,862.995
AD2652,275.4137
AD2653,1004.1832
AD2654,1644.4348
AD2655,151.49405
AD2656,548.955
AD2657,201.74567
AD2658,882.9116
AD2659,870.03796
AD2660,260.86102
AD2661,644.10626
AD2662,1267.8446
AD2663,1360.0201
AD2664,383.19946
AD2665,125.32893
AD2666,700.49194
AD2667,780.6389
AD2668,1624.0054
AD2669,204.84938
AD2670,152.79068
AD2671,454.50513
AD2672,995.407
AD2673,177.346
AD2674,363.6704
AD2675,495.57544
AD2676,62.971226
AD2677,760.8522
AD2678,159.59091
AD2679,1212.2439
AD2680,646.422
AD2681,1150.3354
AD2682,305.95132
AD2683,310.38477
AD2684,147.35521
AD2685,179.0092
AD2686,676.59045
AD2687,958.55133
AD2688,1051.7782
AD2689,815.4982
AD2690,239.26715
AD2691,543.2668
AD2692,175.21487
AD2693,388.93527
AD2694,1480.7219
AD2695,226.44167
AD2696,177.65967
AD2697,462.23972
AD2698,299.91437
AD2699,69.136406
AD2700,388.78485
AD2701,144.89496
AD2702,588.1863
AD2703,61.958176
AD2704,624.4284
AD2705,1201.83
AD2706,283.27924
AD2707,232.5702
AD2708,62.87045
AD2709,1178.9158
AD2710,1573.3613
AD2711,360.56207
AD2712,801.4757
AD2713,1327.3279
AD2714,324.6247
AD2715,190.97052
AD2716,531.0364
AD2717,1085.2174
AD2718,289.59668
AD2719,197.79005
AD2720,1163.6112
AD2721,591.7541
AD2722,307.30142
AD2723,62.3419
AD2724,143.20653
AD2725,495.98727
AD2726,492.5401
AD2727,176.31688
AD2728,208.27681
AD2729,356.20105
AD2730,1203.0685
AD2731,275.55902
AD2732,62.540024
AD2733,1123.3157
AD2734,181.12292
AD2735,593.4723
AD2736,593.7697
AD2737,383.3708
AD2738,1330.2489
